pitcher,pitch_1,pitch_2,pitch_3,tunnel_score,composite_tunnel_score,avg_run_value
605288,CH,FF,SL,0.3002789844460475,-0.22893506575519817,-0.0024025039554638737
605288,CH,SI,SL,0.2381513780398551,-0.3316779015570635,-0.0015433196418230804
605288,CU,FF,SI,0.244268233148458,-0.15391629037138924,-0.0032166751443670673
605288,CU,FF,SL,0.25120242424717487,-0.1450785531648285,0.0047153909477866815
605288,CU,SI,SL,0.2393345742091553,-0.18376452746342883,0.003870750526080581
605288,FF,SI,SL,0.17254888474556807,-0.5395753205435587,-0.004374935837598523
605400,CH,FC,FF,0.3637287474219329,-0.29543023746765,0.016477261518146595
605400,CH,FC,KC,0.40266637820944934,-0.07744083092901043,-0.004243705975427125
605400,CH,FC,SI,0.4504007666710725,-0.2089500317931262,0.016562276582241027
605400,CH,FF,KC,0.34138009896297405,0.07011995024157046,0.002375444305194193
605400,CH,FF,SI,0.3970379722774688,-0.25297709886263814,0.019710427027039658
605400,CH,KC,SI,0.45653459043813577,0.19290152127265747,0.0025756992696038617
605400,FC,FF,KC,0.2069629398289348,-0.10119686401509409,0.0069796983849009595
605400,FC,FF,SI,0.22316905755246194,-0.5102813760379065,0.027396468209163957
605400,FC,KC,SI,0.3443092432047215,0.04986852540563069,0.007186628695774554
605400,FF,KC,SI,0.31275042792440805,0.03363097764951865,0.011234028101649439
605488,CH,FF,SL,0.36434705599167233,-0.02962438477511527,0.011802336434543675
605488,CH,FF,ST,0.4136256344462832,0.1944257221041988,0.012363441211441211
605488,CH,SL,ST,0.27674735566553915,-0.2765193354641264,0.011528090400040594
605488,FF,SL,ST,0.3102901640380001,0.06272301610959012,0.013524460516770661
605540,CH,FF,SI,0.2557909907381754,-0.27469792271466215,-0.017184045165490124
606996,FS,SI,SL,0.3013648177119019,-0.27811905606910586,-0.01337457149217164
606996,FS,SI,ST,0.36366562565909183,-0.0997742910699538,-0.010513308350414533
606996,FS,SL,ST,0.2609835227838461,-0.3936730722274547,-0.001568270833062801
606996,SI,SL,ST,0.3601530404907622,-0.10425113691850629,-0.009446663668246019
607067,CH,CU,FC,0.46554301060870856,-0.07094851830200888,-0.00013487260816616485
607067,CH,CU,FF,0.45011925631096394,0.15734954729515957,0.000885181055015048
607067,CH,CU,SI,0.4263842369978339,0.06326423947793842,0.006035258863397463
607067,CH,CU,SL,0.5631868541361503,0.05350011840974134,0.0009520708793035555
607067,CH,CU,ST,0.45831352762252875,-0.08016260973121422,-0.010329724684976987
607067,CH,FC,FF,0.1987125082737953,-0.49887368718848674,-0.0003272906014816592
607067,CH,FC,SI,0.1767871414030446,-0.5906525640906558,0.0025527638015501357
607067,CH,FC,SL,0.2973750794944838,-0.5743306565655504,-0.00229973354814187
607067,CH,FC,ST,0.1919729851336188,-0.5557787724294965,-0.011747923075335485
607067,CH,FF,SI,0.18709456519198742,-0.5339741276687577,0.0009286745512743775
607067,CH,FF,SL,0.3180733438663091,-0.2999945017626759,-0.0015488647943422851
607067,CH,FF,ST,0.20985056695442197,-0.2850376225484907,-0.005719157085086473
607067,CH,SI,SL,0.24870889525540682,-0.45223524534423226,-0.0022596312680995614
607067,CH,SI,ST,0.140321608657659,-0.4374880363498135,-0.008558554782074877
607067,CH,SL,ST,0.2370861165750855,-0.49828136652176314,-0.013286582989943889
607067,CU,FC,FF,0.39034563242615933,0.08116710982592719,0.007647399121360339
607067,CU,FC,SI,0.41798426674962746,0.05255834335541687,0.029021445369905755
607067,CU,FC,SL,0.5781771205912984,0.05231226558057134,0.014928562645574062
607067,CU,FC,ST,0.4463408132496814,-0.11571521188312123,0.012795355946644828
607067,CU,FF,SI,0.40755427812834966,0.103099803377582,0.008974155585630448
607067,CU,FF,SL,0.5781379725529031,0.32051144398371295,0.005244011609271493
607067,CU,FF,ST,0.443480982660264,0.14888896159815176,0.0018536628073277167
607067,CU,SI,SL,0.5583375251362198,0.23144081083381526,0.014898819559294178
607067,CU,SI,ST,0.4235160255577199,0.0596086582284876,0.01972356777547082
607067,CU,SL,ST,0.5598854492253782,-0.017752657243412923,0.002062133772618588
607067,FC,FF,SI,0.09613780741674949,-0.6296067802501849,0.007178391355021199
607067,FC,FF,SL,0.2505068227944256,-0.3861091110507515,0.003463694974163309
607067,FC,FF,ST,0.11532106505454305,-0.4055169811593033,0.00040666954663627457
607067,FC,SI,SL,0.23251602782012157,-0.4728733132855971,0.008909788724566147
607067,FC,SI,ST,0.09716576039437834,-0.49249085361391537,0.015499635540453353
607067,FC,SL,ST,0.21732050501515923,-0.5437661404925134,-0.003856855324487744
607067,FF,SI,SL,0.2582080578684137,-0.3762937640577259,0.0036989561736309423
607067,FF,SI,ST,0.12003710789164836,-0.39950630930791275,0.0015064689860802025
607067,FF,SL,ST,0.25058269309531184,-0.23312387780553426,-0.0023024933104514476
607067,SI,SL,ST,0.18498830669499552,-0.3805596169395338,-0.007202827779146567
607074,CH,FF,SI,0.3513749788895635,-0.2439426295238727,-0.012882539258006712
607074,CH,FF,SL,0.3777970596988249,-0.21026726590633774,0.004383874084631305
607074,CH,SI,SL,0.14367323068220694,-0.5339655489401806,-0.0026754900804293563
607074,FF,SI,SL,0.3218572386170355,-0.31620871976356346,-0.004627371681973848
607192,FF,KC,SI,0.3509107039558077,0.10840645031929469,-0.005281263375207763
607200,CH,FC,SI,0.6264225723760263,-0.02349271202704667,0.014336959984564517
607200,CH,FC,ST,0.5299328381188017,0.06688568910152949,0.004558679904955754
607200,CH,SI,ST,0.5428135164817184,0.18692186667633495,0.0030238204555163945
607200,FC,SI,ST,0.45828612704816035,0.07919036001095937,0.002090400024370991
607259,CH,CU,FC,0.38475406800604145,-0.006015977581167564,-0.014693255167638235
607259,CH,CU,FF,0.31820198333713196,0.028862237721413515,-0.00665433752975627
607259,CH,CU,SI,0.3975654942959201,0.11269898744727143,-0.008973013773279193
607259,CH,FC,FF,0.21762505687541242,-0.09932465999427575,-0.011483380780484706
